Title,ParaphrasedAbstract
IoT based applications for healthcare and home automation,"The Internet of Things (IoT) is a concept that bridges the gap between the digital realm of the Internet and the physical world via smart devices. IoT devices are widely utilized across various sectors including healthcare and home automation. These devices are capable of communication and data exchange over the Internet. Recently, the healthcare industry has experienced significant growth and transformation, largely due to the integration of IoT-enabled devices, which have revolutionized remote patient monitoring and enhanced the quality of care. Simultaneously, home automation systems are gaining popularity owing to their benefits, such as the ability to remotely monitor and control home appliances. However, these systems face several challenges including poor manageability, inflexibility, security issues, and high costs of ownership. As Internet applications continue to expand, there is great potential for remote access, control, and monitoring of network-enabled devices. In this context, the aim of this project is to develop two IoT-based models utilizing Arduino and Raspberry Pi boards, cloud services, Bluetooth, and ZigBee protocols. The first model is an IoT healthcare system that uses various sensors to gather heart rate and motion data. The second model is a home automation system that employs a DHT11 sensor for temperature and humidity, an MQ2 sensor for gas leak detection, and an ultrasonic sensor for garage door operation. Both systems are built using Arduino or Raspberry Pi microcontrollers and are integrated with an Android mobile application to process and transmit data via Bluetooth or ZigBee, ensuring real-time updates to the mobile app."
Speed of environmental change frames relative ecological risk in climate change and climate intervention scenarios,"Injecting aerosols into the stratosphere is a proposed climate intervention tactic aimed at mitigating climate risks as decarbonization efforts go on. Nonetheless, the impacts on ecosystems from such hypothetical interventions are not well comprehended. Two simulations using Earth system models explore policy-relevant scenarios of stratospheric aerosol injection aimed at achieving similar global temperature goals, with one involving a 10-year delay in implementation. Our findings indicate that this delay results in varied ecological risk profiles due to different climate speeds, which refer to the rate at which thermal conditions shift. Globally, in the simulation where the intervention stabilizes temperatures, climate speeds are statistically similar to preindustrial levels. However, swiftly reducing temperatures after a delayed deployment leads to climate speeds over land that exceed both preindustrial baselines and scenarios without intervention under current policies. Evaluating the extent of areas exposed to these threshold climate speeds provides context for comparing the ecological risks of different scenarios. These results inform discussions about the trade-offs and timelines in designing future intervention strategies and making decisions."
Increase in concerns about climate change following climate strikes and civil disobedience in Germany,"In recent years, climate movements have experienced a surge in activity, seeking to raise public awareness of the impacts of climate change through prominent protests. This study examines whether apprehensions about climate change are heightened following demonstrative protests and acts of civil disobedience. Using individual-level survey panel data from Germany, the study takes advantage of exogenous variations in the timing of climate protests relative to survey interview dates to compare climate change concerns in the days preceding and following a protest (N = 24,535). The findings reveal that, on average, concerns about climate change increase by 1.2 percentage points following climate protests. Additionally, no statistically significant decline in concerns among any subpopulation was observed after the protests. Notably, the rise in concerns is greatest when initial concern levels are low before the protests."
"AI-enabled strategies for climate change adaptation: protecting communities, infrastructure, and businesses from the impacts of climate change","Addressing climate change stands as one of today's most urgent global challenges. The effects of increasing temperatures, rising sea levels, and severe weather events are currently evident across the globe and are anticipated to escalate in the future. To mitigate and adapt to these changes, innovative, data-driven solutions are essential. Artificial intelligence (AI) has become a valuable tool for climate change adaptation, offering diverse capabilities to identify vulnerable regions, simulate future climate scenarios, and evaluate risks and opportunities for businesses and infrastructure. AI’s ability to process extensive data from climate models, satellite imagery, and other sources yields critical insights that support informed decision-making and preparedness for climate impacts. Nonetheless, AI application in climate change adaptation also entails significant ethical considerations and potential biases that must be addressed. As development and deployment of these solutions continue, transparency, fairness, and equity are paramount. This article examines recent innovations and future prospects in AI-driven climate change adaptation strategies, emphasizing both the potential benefits and ethical issues to be considered. Utilizing AI for climate change adaptation can contribute to a more resilient, sustainable, and equitable future for all."
Changing how you look at climate change: attention bias modification increases attention to climate change,"Addressing the adverse effects of human-induced climate change remains one of the gravest and most urgent issues confronting the international community. Despite the critical nature of the problem, there appears to be insufficient focus on climate change in our everyday lives. Nevertheless, climate change-related information has the potential to attract attention, and when focus is directed toward a specific environmental hazard, the perceived seriousness of that hazard is amplified. Thus, the question arises whether it is possible to alter or enhance attention to climate change-related information. We present findings from two experiments employing single-session attention bias modification training procedures aimed at increasing focus on information related to climate change. In the first experiment, training attention towards emotionally positive images of climate change (such as potential solutions like wind turbines and solar panels) heightened attention to these images but not to the emotionally negative ones (such as air pollution, natural disasters, and melting ice). This effect was replicated in the second experiment. Additionally, the second experiment demonstrated that training focus on negative images of climate change heightened attention to these negative images, with a trend indicating this enhanced focus may extend to positive climate-related images. Moreover, training to attend to negative images of climate change led to increased self-reported concern about climate change. Overall, our findings indicate that attention training can augment the focus on climate change-related information, and under specific training conditions, this can also elevate concern about climate change."
Are transport networks in low-income countries prepared for climate change? Barriers to preparing for climate change in Africa and South Asia,"This study investigates the obstacles that low-income countries (LICs) in Africa and South Asia encounter in preparing their transport infrastructure for climate change impacts. Climate change, through extreme weather and gradual climatic shifts, disrupts transport systems, especially in LICs in these regions. The paper aims to fill knowledge gaps and address the needs of LICs to facilitate the implementation of more climate-resilient transport solutions. By reviewing literature on climate change adaptation and transport resilience in LICs and conducting semi-structured interviews with 13 transport stakeholders from Africa and South Asia, the research identifies several barriers. These include insufficient data and knowledge on climate change impacts, challenges in designing and prioritizing responses, budgetary and planning obstacles, and difficulties in stakeholder identification and engagement. The findings inform policy recommendations that emphasize the need for enhanced national and international cooperation to develop useful data, tools, advice, and support for the world's most climate-vulnerable transport networks."
Leveraging neuroscience for climate change research,"Human-induced climate change presents a significant danger to societal living standards. In this context, we propose that neuroscience can play a crucial role in combating climate change and offer a structured plan to guide neuroscience research in this area. We describe how neuroscience can be leveraged to: (1) examine the adverse effects of climate change on the human brain; (2) find adaptation strategies; (3) explore the neural mechanisms behind decisions that either support or hinder environmental sustainability; and (4) develop neuroscience-informed communication and intervention techniques to encourage climate action. This paper also calls on neuroscientists to join the wider scientific community in addressing the critical environmental challenges facing our planet."
Maritime cybersecurity: protecting digital seas,"The growing digitization in the maritime sector and the extensive deployment of information technologies are critical for the efficient operation of systems overseeing navigation, communication, sensors, and weaponry along the maritime supply chain. Within this framework, the implementation and enforcement of global standards and regulations aim to reduce the emergence of threats and vulnerabilities targeting functionality access, on-board systems, and network integrity. Consequently, this article initially examines the key proposed guidelines, frameworks, and solutions pertinent to cybersecurity in the maritime sector. Thereafter, it delves into how specific cybersecurity challenges related to systems and equipment in this domain are addressed, pinpointing the main cybersecurity vulnerabilities and requirements that remain inadequately covered. Following this assessment, we introduce the structure of POSEIDON, an all-encompassing framework designed to manage cybersecurity within maritime environments, aimed at filling identified gaps. This proposed cybersecurity management framework considers current proposals and integrates new elements to offer a thorough approach to tackling the highlighted deficiencies."
More than malware: unmasking the hidden risk of cybersecurity regulations,"Investments in cybersecurity occur in a multifaceted and continually changing context, where modifications in regulations pose significant risks. Although these regulations aim to reduce cyber threats and bolster security, the unpredictability from frequent updates or new rules can profoundly affect how organizations develop their response strategies. This paper investigates the factors and outcomes of regulatory risks tied to cybersecurity, offering deeper insights into how these risks shape strategic decisions. The study examines suggested preventive and mitigative measures that help companies adjust to and mitigate disruptions due to regulatory shifts, thus maintaining their cybersecurity frameworks. Additionally, this research introduces a stochastic econometric model that demonstrates how regulatory uncertainties and risks influence investment decisions, often resulting in a “wait-and-see” approach. This model encapsulates the intricate relationship between investment choices, regulatory modifications, and cyber risks, shedding light on the dynamic aspects of cybersecurity investment strategies. The findings provide crucial guidance for risk management and strategic planning in cybersecurity investments. By gaining a thorough grasp of the drivers and effects of regulatory risks, businesses and policymakers can devise more effective risk assessment and management strategies, which are crucial for upholding robust cybersecurity in a fluid regulatory landscape."
Cybersecurity knowledge graphs construction and quality assessment,"Cyber-attacks are intricate and constantly evolving, presenting significant challenges to cybersecurity professionals. Implementing knowledge graphs in cybersecurity aids in mapping out the complex cybersecurity environment and offers technical support for threat detection and situational understanding. However, building these graphs often introduces unavoidable noise and inconsistencies, which can result in erroneous inferences and decisions. This study focuses on the creation and quality assessment of cybersecurity knowledge graphs. We manually created a dataset named CS13K and expanded the current cybersecurity ontology to develop a more adaptable ontology suitable for existing data characteristics. Using Neo4j, we constructed the cybersecurity knowledge graph. Additionally, we introduce the AttTucker model, based on the Transformer architecture, for evaluating the quality of knowledge graphs. This model leverages multiple self-attention heads to uncover hidden information among entities and relationships. By reducing the dimensionality of knowledge embeddings, it achieves evaluation results on par with high-dimensional embeddings. Moreover, we integrate path-level information among entities within the knowledge graph into the quality assessment using the AttTucker model. Experimental results on both general and cybersecurity-specific datasets show that our model considerably enhances the F1 score and accuracy in knowledge graph quality assessment tasks, surpassing other models."
Cybersecurity knowledge graphs,"Cybersecurity knowledge graphs, employing a graph-based data framework to depict cyber-information, provide comprehensive strategies for handling large volumes of intricate cybersecurity data from various origins. They aid security analysts in acquiring cyberthreat intelligence, enhancing cyber-situational awareness, discovering novel cyber-insights, visualizing networks, data movements, and attack trajectories, and discerning data relationships through the integration and amalgamation of information. This paper examines the foremost graph-based data frameworks utilized in this field and the knowledge organization systems that define the concepts and attributes employed in formal cybersecurity knowledge representation for both foundational knowledge and specialized expert insight regarding actual systems or attacks. Additionally, it explores how cybersecurity knowledge graphs support machine learning and bolster automated reasoning in relation to cyber-information."
Recommender Systems in Cybersecurity,"As CyberTerrorism expands, businesses globally are grappling with thwarting unauthorized access to confidential information. Although Cybersecurity professionals have exerted considerable effort, a lack of skilled security personnel and the deployment of sophisticated attacks have hindered advancements in defense strategies. Additionally, the 2020 pandemic compelled organizations to operate remotely with inadequate security, resulting in a surge of cyberattacks. One potential remedy to these challenges is the adoption of Recommender Systems to support Cybersecurity personnel. Our objective is to review the use of Recommender Systems within Cybersecurity frameworks. These decision-support mechanisms manage information overload through filtering and prioritization techniques, enabling companies to boost revenue, enhance user satisfaction, and make quicker, more effective decisions across various sectors such as e-commerce, healthcare, and finance. Several studies highlight the promise of employing these recommendation systems to improve cyberattack detection and prevention, as well as to assist Cybersecurity experts in managing client incidents. This review examines various research where Recommender Systems have been successfully incorporated into Cybersecurity with positive outcomes. A notable direction investigated by the field is the application of Recommender Systems as tools for predicting attacks and facilitating navigation. Our contributions include presenting recent advances in this domain and summarizing them in a table. Additionally, we offer a comprehensive analysis of potential research directions. For instance, integrating Recommender Systems into security information and event management systems and security orchestration, automation, and response applications could reduce their complexity and information burden."
Design tactics for tailoring transformer architectures to cybersecurity challenges,"In the swiftly changing realm of cyber threats, robust defense tactics are essential for protecting sensitive data and critical infrastructure. Deep learning techniques, particularly the Transformer model, have demonstrated vast promise in tackling cybersecurity issues. Nevertheless, personalizing and fine-tuning Transformer models for cybersecurity purposes is challenging, necessitating the deployment of impactful strategies to attain peak performance. This research offers an extensive review of the design approaches used to customize Transformer models specifically for cybersecurity challenges. Defined as strategic solutions to architectural issues grounded in well-reasoned design choices, design approaches are thoroughly examined within the cybersecurity context. Through scrutinizing the adjustments and modifications applied to the original Transformer model, this research reveals the design choices and strategies vital for effective implementation across different cybersecurity sectors. The findings underscore the importance of aligning design approaches with the distinct business needs and quality aspects of each application area. This research provides crucial insights into employing design strategies for adapting Transformer models in cybersecurity, thus laying the foundation for improved defensive mechanisms against the ever-changing and dynamic nature of cyber threats."
Spreading cybersecurity awareness via gamification: zero-day game,"This study seeks to enhance employee cybersecurity awareness by implementing a training initiative that includes pre- and post-game phishing simulations, surveys, and an interactive zero-day game featuring embedded threat scenarios. Additionally, we introduce five flowcharts to illustrate typical cyberattacks. The zero-day game comprises five stages: the initial stage teaches complex password usage; two stages focus on social engineering, instructing employees on identifying suspicious links, online survey scams, and understanding the organization's security policies; the fourth stage addresses malware dissemination through repackaged fake apps; and the final stage covers phishing email training. We also integrated a chatbot within the game to support users through the different stages. Moreover, two surveys and phishing attempts are conducted to evaluate the employees' cybersecurity threat awareness. This zero-day program was applied to twenty-three employees, with experimental data showing it to be more engaging and effective compared to traditional training methods. The findings also show that the program effectively measures and enhances the employees' cybersecurity awareness."
Should firms invest more in cybersecurity?,"We integrate distinct survey data regarding IT usage with administrative tax record data on Dutch companies to investigate the link between cybersecurity investments, the likelihood of cyber incidents, and company profitability. This dataset permits us to adjust for factors such as company size, industry, and IT infrastructure. We create a novel metric to gauge firms' cyber maturity and observe that larger firms typically exhibit higher levels of maturity. Our regression analysis indicates an inverted U-shaped relationship between cyber maturity and the likelihood of a cyber incident: as maturity levels increase, the probability of an incident initially rises but subsequently declines at the highest maturity levels. This observation aligns with the hypothesis that basic cybersecurity measures improve incident detection, whereas advanced measures contribute to incident prevention. However, we do not find evidence to support a positive correlation between cybersecurity measures and profitability."
Perceptions of organizational responsibility for cybersecurity in Saudi Arabia: a moderated mediation analysis,"The research aims to delve into the essential relationship between organizational responsibility and employee behavior in cybersecurity, focusing specifically on the unique context of Saudi Arabia. It examines how perceptions of organizational responsibility affect employee attitudes and actions towards cybersecurity. The study employs a combined theoretical framework, including stewardship theory, protection motivation theory, and the theory of planned behavior. It investigates the complex relationship between organizational leadership, policies, and individual reactions to cybersecurity threats through an extensive survey conducted among Saudi employees. The findings reveal that how employees perceive organizational responsibility significantly influences their cybersecurity behavior. It also reveals that employee attitudes toward cybersecurity act as a mediator in this relationship. Surprisingly, personal experiences with cybersecurity incidents do not significantly moderate these relationships, highlighting the intricate and culturally specific nature of cybersecurity compliance in organizational settings. This research offers a unique contribution to the understanding of cybersecurity behavior within organizations, emphasizing the necessity for policies that harmonize organizational goals with individual behaviors in culturally specific environments like Saudi Arabia. It provides new insights into the less significant impact of personal cybersecurity experiences on the dynamics between organizations and employees regarding cybersecurity compliance."
How the three lines of defense can contribute to public firms’ cybersecurity effectiveness,"This interpretive field study explores the management of cybersecurity issues within public companies, focusing on the role of the three lines of defense in enhancing cybersecurity efficiency. The research included 16 interviews with 18 participants, notably 13 executives and senior managers across internal audit, IT, and information security sectors from 13 different public firms. The study identifies various cybersecurity frameworks, procedures, and relational mechanisms put in place by the three lines of defense within these organizations. These governance frameworks serve as a foundation for assessing the involvement and cooperation of teams from internal audit, IT, IS, cybersecurity, legal, finance, corporate communications, and ESG sectors in addressing cybersecurity challenges. The research delves into the organizational intricacies to document the participation of various functions in IT/IS governance mechanisms pertinent to cybersecurity. The findings offer insights for board members and management to contemplate potential cybersecurity measures to boost effectiveness. Moreover, regulators may consider the participants' concerns to refine cybersecurity disclosure regulations."
Towards NICE-by-Design Cybersecurity Learning Environments: A Cyber Range for SOC Teams,"The field of cybersecurity has gained critical importance due to the rising number and complexity of cyber threats. The NICE framework created by NIST offers a systematic method for cybersecurity education. Despite available cybersecurity frameworks, the design of scenarios in this field lacks structured design principles, resulting in unclear learning outcomes. This study utilizes the NICE framework for the structured design and development of a cyber range and relevant scenarios. The proposed methodology and findings can aid in crafting cybersecurity scenarios and serve as a procedural guide for evaluation. Ultimately, this research enhances the understanding of the NICE framework and illustrates its role in developing effective cybersecurity scenarios."
Cybersecurity considerations for radiology departments involved with artificial intelligence,"Artificial intelligence (AI) initiatives in radiology necessitate the integration of various medical devices, wireless technologies, data repositories, and social networks. Although cybersecurity threats in healthcare are longstanding, their frequency has surged with the ascension of AI applications in radiology, positioning them as one of the primary healthcare risks in 2021. Radiologists, while adept at interpreting medical imaging data, may lack sufficient awareness or training regarding the unique cybersecurity issues posed by AI. Healthcare professionals and device manufacturers can benefit from the cybersecurity advancements made in other industries to bolster their own security measures. This review introduces essential cybersecurity concepts specific to medical imaging and provides foundational knowledge on both general and healthcare-related cybersecurity challenges. We explore strategies for enhancing security through detection and prevention methods, and discuss how technology can augment security while reducing risk. Initially, we cover broad cybersecurity principles and regulatory aspects, then delve into their implications within radiology AI, emphasizing data handling, training, implementation, and auditability. Finally, we propose risk mitigation techniques. This review aims to enhance the understanding of healthcare providers, researchers, and device developers regarding the cybersecurity risks affiliated with radiology AI projects and suggests strategies for improving security and minimizing associated risks.

Clinical Relevance StatementThis review is designed to help radiologists and associated professionals comprehend the potential cybersecurity threats linked to radiology AI projects and the strategies to enhance security.

Key Points
• Initiating a radiology AI project is intricate and fraught with risks, particularly as cybersecurity threats have proliferated in the healthcare sector.
• Fortunately, healthcare professionals and device manufacturers can leverage lessons learned from other industries that are at the forefront of cybersecurity.
• This document offers an overview of cybersecurity as it applies to radiology, a discussion on general and healthcare-specific cybersecurity challenges, and outlines methods to enhance security through both detection and prevention, along with how technology can safeguard against risks."
Cybersecurity disclosure in the banking industry: a comparative study,"Over the past ten years, the frequent cyberattacks on businesses have drawn significant attention from policymakers and market participants to the crucial aspects of corporate responsibility and transparency in cybersecurity. This research examines the cybersecurity disclosures of the 48 largest Canadian and US banks from 2014 to 2020, utilizing an exploratory qualitative methodology. The banking sector, holding critical information, has been a primary target for cyberattacks. Initially, we create an index based on prior studies, current cybersecurity disclosure policies, and consultations with academics and industry professionals. This index is then applied to manually encode the banks' cybersecurity reports. Subsequently, we analyze the disclosures in detail, assessing their compliance with the index. Finally, we critique the banks' disclosure practices through the lenses of proprietary cost, signaling, and legitimacy theories, and offer recommendations for policymakers and stakeholders."
Deep learning techniques to detect cybersecurity attacks: a systematic mapping study,"Over recent years, substantial focus has been directed towards the use of Deep Learning (DL) methods to identify cybersecurity threats. These approaches are capable of rapidly processing vast amounts of data and autonomously detecting and addressing a variety of cyber attacks with high efficiency. Nonetheless, a systematic review that consolidates these DL methods is lacking, as most existing studies are informal surveys or concentrate on different topics.ObjectiveTo construct a comprehensive and methodical overview of current DL methods for identifying cybersecurity threats as documented in the literature, highlighting areas needing further research.MethodWe performed a systematic mapping study on DL techniques for identifying cybersecurity threats, guided by eleven research questions. We adhered to current guidelines to develop our research protocol, which aimed at enhancing the reproducibility and reliability of our findings.ResultsOut of an initial pool of 1839 papers, we pinpointed 116 pertinent primary studies, mainly from the past three years. We examined various facets of the DL methods, such as the types of cybersecurity threats they address, their fields of application, the programming languages, libraries, operating systems, and frameworks used in their implementation, the datasets for training DL models, the nature of the research (academic or industrial), the efficacy of the techniques, and the pros and cons of each method. We introduce a novel taxonomy that categorizes 36 distinct DL techniques. Our findings include 14 application domains, eight types of cybersecurity threats, and 93 publicly accessible datasets, among other insights.ConclusionsWe offer six key insights along with suggestions for future research directions. The most actively researched areas in DL techniques for cybersecurity focus on CNN and LSTM methods. The field of DL in cybersecurity is rapidly expanding, with numerous unresolved challenges, such as insufficient industrial research, lack of real-time datasets, and a need for studies on promising DL methods and relevant cybersecurity threats."
The Role of Culture on Islamic Finance: A Comparative Analysis from Islamic Finance Permitting Countries,"While numerous business and management research studies have integrated cultural elements, finance studies have been comparatively scarce, with Islamic finance only recently acknowledging culture's influence. This research suggests culture as a potential avenue for enhancing the Islamic finance sector. By analyzing data from 2012 to 2019, the paper empirically investigates the cultural impacts, represented by education, on Islamic finance across 45 countries permitting such financial practices, using generalized method of moments (GMM) estimators. The findings reveal significant cultural effects on Islamic finance across most regions, except in developed and some Arab countries, where Islamic finance is nascent. Developed nations need to revamp their Islamic finance education systems to align with genuine Shariah ethics rather than secular humanism. Meanwhile, other Arab nations should focus more on advancing their Islamic finance sectors. Consequently, it is crucial to integrate cultural considerations and explore the emerging field of “Islamic cultural finance” for the industry's growth."
Islamic finance and governance indicators: empirical evidence from Islamic finance-permitting countries,"Although Islamic finance has seen notable progress over the past 45 years, even in countries with Muslim minorities, some nations lack robust governance structures. This paper aims to empirically reassess the influence of governance elements on Islamic finance across 45 countries where it is permitted. Utilizing the dynamic panel GMM approach on data from 2012 to 2019, the study finds that regulation has an insignificant impact on Islamic finance in developed countries, Muslim minority nations, and other Arab countries. Additionally, corporate governance shows no statistically significant effect in MENA and non-Asian countries. These findings highlight the necessity for a new regulatory framework centered on product requirements, policies, and procedures, enabling broader understanding and acceptance of governance indicators in the Islamic finance sector."
Does green finance policy promote green total factor productivity? Evidence from a quasi-natural experiment in the green finance pilot zone,"The creation of Green Finance Reform and Innovation Pilot Zones signifies a groundbreaking effort to establish a grassroots approach to advancing green finance, which is highly important for promoting environmentally sustainable economic growth. Utilizing data from 278 prefecture-level cities in China between 2013 and 2019, this study explores the impact of the Green Finance Reform and Innovation Pilot policy on urban Green Total Factor Productivity. The findings are as follows: Firstly, the Green Finance Reform and Innovation Pilot policy has significantly boosted Green Total Factor Productivity in the designated pilot areas. Secondly, the policy’s effect on Green Total Factor Productivity varies, with a decrease in promotional impact corresponding to lower geographical advantages and levels of economic development. Thirdly, the Green Finance Reform and Innovation Pilot policy primarily enhances Green Total Factor Productivity in these regions by improving resource allocation efficiency, encouraging green technology innovation, and promoting industrial structure upgrades. This research highlights the effectiveness of green finance in economic transitions and provides empirical evidence supporting the strategic use of pilot zones to drive nationwide sustainable green development initiatives."
Green digital finance and technology diffusion,"The spread of technology is crucial for sustainable progress. Nonetheless, conventional funding methods struggle with inherent issues in backing technological innovation and dissemination. Thankfully, the trends of greening and digitalisation are becoming vital for financial growth. Investigating whether green digital finance enhances the regional spread of technology is vital. This research examines the link between green digital finance and technology dissemination, using panel data from 35,532 city pairs observed between 2002 and 2015. By accounting for various spatial spillover effects of administrative boundaries and geographic distances, it extends the traditional spatial Dubin model through dual-weighted boundary and distance measures. Key discoveries include the following: firstly, green digital finance exhibits significant and substantial effects on spatial diffusion, especially among cities, with a minor cumulative phenomenon observed over different technology dissemination periods. Green digital credit, investment, and support have more pronounced effects on technology spread. Secondly, the digital economy and market integration act as effective pathways in this process, with digital innovation having a superior mechanism effect. Lastly, in terms of technology spread direction, eastern cities show a better diffusion effect compared to central-western cities."
"Households’ coping mechanisms with droughts and floods using finance, non-finance and the social safety net measures: evidence from Kenya","This research explored how households utilize both formal and informal financial options, diversify their livelihoods beyond financial means, and employ social safety net strategies to cope with droughts and floods. The study was based on a cross-sectional survey involving 1,370 households from 27 counties in Kenya susceptible to these environmental challenges. Using bivariate probit regressions, the analysis indicated that households adopt a variety of coping mechanisms involving finance, social safety nets, and non-financial strategies. The choice of coping mechanism is influenced by factors such as household income, dependency ratio, geographic setting, agro-climatic conditions, as well as the age and educational level of the household head. Moreover, the results show that social safety nets and non-financial coping strategies work complementarily in managing droughts, implying that access to social safety nets does not hinder households' diversification of livelihoods. Significantly, households in arid and semi-arid regions predominantly rely on social safety nets and non-financial diversification strategies, underscoring the importance of initiatives that foster private sector involvement in encouraging market-based coping mechanisms."
How does digital finance encourage the use of renewable energy in China? Inverse relationships from green finance,"An effective strategy to advance China's transition to renewable energy involves merging digital finance with green financing. This study examines the supply chains and reverse logistics of key financial indices, such as the S&P Green Bond Index, the MSCI Global Markets Index, and the S&P Global Renewable Energy Index, from their inception on September 28, 2008, to January 12, 2022. With the aim of reducing risk, portfolios have increasingly embraced a range of indices, including the S&P Global Clean Energy Index and the S&P Green Bond Index. The research delves into the complex interplay between green financing and digital finance, exploring their joint effect on the adoption of renewable energy in China. It explores the role of digital financial technologies like blockchain, mobile payment systems, and big data analytics in broadening access to green financing for renewable energy initiatives. A thorough review of current literature and empirical studies is performed to achieve this goal. The findings underscore significant advancements in financial inclusion, risk management, and transparency brought about by integrating green financing with digital finance. These enhancements have notably increased the trust and confidence of investors in the renewable energy sector. Additionally, the report underscores the vital importance of ongoing governmental support and investment in digital financial infrastructure to propel China towards a more sustainable and eco-friendly energy future."
"Applications of Explainable Artificial Intelligence in Finance—a systematic review of Finance, Information Systems, and Computer Science literature","The impact of digitalization and technologization spans numerous areas, offering significant benefits while also posing potential risks. Consequently, decision-makers in highly-regulated sectors such as Finance must adhere to stringent transparency requirements set by regulators when applying technological advancements, particularly Artificial Intelligence. Ensuring the traceability of decisions for third parties is crucial. Explainable Artificial Intelligence (XAI) plays a critical role here. This paper reviews contemporary research on XAI in Finance by systematically examining 2,022 articles from leading journals in Finance, Information Systems, and Computer Science. We select 60 pertinent articles, categorize them based on their XAI methods and intended objectives, and summarize the XAI methods employed across various finance domains. Areas such as risk management, portfolio optimization, and stock market applications are extensively explored, whereas anti-money laundering remains inadequately studied. Researchers implement both transparent models and post-hoc explainability, although there has been a recent preference for the latter."
Intelligent finance and change management implications,"Change management represents the foundational competence of a business, offering a distinct competitive edge and efficiently adjusting to a constantly evolving environment. This paper delves into how intelligent finance impacts change management and provides guidance on managing change effectively to achieve desired results. The research focuses on Ping An Insurance (Group) Company of China, Ltd., a prominent insurance firm that has adeptly applied intelligent finance and change management methodologies. The paper starts with a literature review, giving an overview of intelligent finance, its significance in relation to change management, and existing models and frameworks. It then moves on to a detailed case study of Ping An, including both descriptive and inferential statistics, regression analysis, and qualitative data. The study concludes by discussing the practical and theoretical implications, the contributions made by the research, and suggestions for future studies. In summary, this paper enriches the existing body of knowledge on intelligent finance and change management and offers actionable insights for businesses looking to implement intelligent finance."
Measurement and spatiotemporal characteristics of China’s green finance,"To investigate the progression of green finance in China, this article develops a green finance index framework and utilizes the entropy value method to assess China's green finance through annual provincial panel data spanning from 2001 to 2020. The Thiel and Moran indices are applied to systematically examine the temporal and spatial distribution of regional green finance in China. The results indicate that, firstly, the green finance index across China shows an increasing trend overall. In absolute terms and growth rate, green finance development in the eastern region outperforms other regions. Additionally, disparities in the green finance index across China have increased over the past two decades, largely due to intra-regional variations. Lastly, the inter-regional distribution analysis reveals that the development of green finance exhibits a spatial spillover effect."
Entrepreneurial finance and regional ecosystem emergence,"We introduce an innovative framework for examining how entrepreneurial finance evolves with the stages of development in a regional entrepreneurial ecosystem. By integrating concepts from entrepreneurial ecosystems, finance, and territorial services, we investigate the impact of three distinct financial sources on firm survival and their interrelations during the ecosystem's formation. Our study spans 36 years and focuses on entrepreneurial firms within a specific industry and region. Our findings suggest that the influence of different financial sources on firm survival varies with the ecosystem's emergence stage. Additionally, the relationships among these financial sources change depending on the stage of development. Using our findings, we propose a framework outlining the microfoundations for stage-dependent ecosystem emergence. This approach resolves conflicting results from studies that consider single finance sources and rely on cross-sectional data. Without accounting for the emergence process, our theoretical and practical implications for entrepreneurial finance and ecosystem development would have been significantly different."
Municipal finance shapes urban climate action and justice,"Implementing climate initiatives and programs within urban settings necessitates significant investments, inherently linking climate actions with municipal climate finance—the strategies and operations through which city administrations fund their climate endeavors. In this study, we use U.S. cities as a focal point to investigate the reciprocal effects between climate finance and the execution of urban climate actions along with climate justice. By analyzing 34 expert interviews, our findings reveal how municipal fiscal decisions and budgetary methodologies influence the timing, manner, and demographic targeting of climate responses by cities. We highlight the critical role of public expenditure choices and their connection to debt financing principles, examining how these interactions affect urban climate funding. Our study demonstrates the determining influence of financial structures on climate initiatives and urban infrastructure, and it presents avenues where climate and justice factors are being, and have the potential to be, integrated into, and thus transform, city finance in the United States."
Emerging new themes in green finance: a systematic literature review,"An in-depth comprehension of the burgeoning themes and trends in the field of green finance, which is still in its developmental phase, is essential. This study aims to uncover the key emerging themes that have drawn considerable interest over the last 12 years by performing a systematic literature review on green finance. To pinpoint these emerging themes, a bibliometric analysis was executed on 978 publications sourced from the Scopus and Web of Science databases, covering the period from 2011 to 2023. The author assessed various metrics including annual scientific output, distribution of journals, scientific contributions by country, top authors, most prevalent terms, gaps in empirical research, temporal word frequency, trending topics, and principal themes within green finance. The review identified seven main themes: (i) green finance and environmental sustainability; (ii) green finance and investments; (iii) green finance and innovation; (iv) green finance policy/green credit guidelines; (v) green finance and the economy; (vi) green finance and corporate social responsibility; and (vii) challenges, barriers, and awareness in green finance. Analyzing these themes will enrich the current body of knowledge and offer valuable insights into the evolving landscape of green finance."
