Title,ParaphrasedAbstract
Cybersecurity knowledge graphs construction and quality assessment,"The dynamic and intricate nature of cyberattacks presents significant hurdles for cybersecurity experts.  Knowledge graphs offer a powerful tool to visualize and understand this complex landscape, providing valuable support for recognizing threats and gaining situational awareness.  However, the construction of these knowledge graphs can introduce inaccuracies and inconsistencies, potentially leading to flawed conclusions and actions.  This work focuses on tackling the challenges of creating and evaluating the reliability of cybersecurity knowledge graphs.  A manually curated dataset of cybersecurity knowledge graphs (CS13K) was developed, and the existing cybersecurity ontology was broadened to enhance its applicability to existing data characteristics. Leveraging Neo4j, a cybersecurity knowledge graph was then constructed.  To assess the quality of these graphs, an innovative AttTucker model based on the Transformer architecture is proposed.  This model employs multiple self-attention mechanisms to discern hidden relationships between entities and relations.  Remarkably, it achieves comparable evaluation results to high-dimensional embeddings while effectively reducing dimensionality.  Furthermore, path-level information between entities is integrated into the AttTucker model for enhanced knowledge graph quality assessment.  Rigorous testing on both general and cybersecurity datasets reveals that this model significantly enhances F1 value and accuracy in evaluating knowledge graph quality, surpassing the performance of other models. 
"
Cybersecurity knowledge graphs,"Cybersecurity knowledge graphs, employing a graph-structured data model to depict cyber-related information, offer comprehensive methodologies for managing vast amounts of intricate cybersecurity data originating from various sources. These graphs empower security professionals to extract cyberthreat intelligence, attain heightened cyber-situational awareness, uncover novel cyber insights, generate visualizations of networks, data flows, and attack vectors, and discern data correlations through aggregation and fusion. This study examines the prevailing graph-based data models employed in the cybersecurity realm, alongside knowledge organization systems that delineate concepts and attributes employed in formal cyber-knowledge representation, encompassing both foundational knowledge and specialized expert knowledge concerning specific systems or attacks. Additionally, the paper explores how cybersecurity knowledge graphs enable machine learning applications and streamline automated reasoning processes applied to cyber-knowledge. 
"
Recommender Systems in Cybersecurity,"The rise of cyber threats poses a significant challenge for organizations globally, as they strive to safeguard sensitive information. Despite the expertise of cybersecurity professionals, the scarcity of skilled security personnel and the increasing sophistication of cyberattacks have hindered the development of robust defense strategies. The shift to remote work environments during the 2020 pandemic, often characterized by inadequate security measures, further exacerbated the vulnerability to cyberattacks. A promising approach to address these challenges lies in the integration of recommender systems to support cybersecurity experts. This review explores the implementation of recommender systems within cybersecurity frameworks. These decision-support tools effectively manage information overload through filtering and prioritization techniques, empowering businesses across various sectors, including e-commerce, healthcare, and finance, to enhance revenue, improve user satisfaction, and expedite decision-making processes. Numerous studies highlight the potential of recommender systems in bolstering cyberattack detection and prevention efforts, providing valuable assistance to cybersecurity professionals in handling security incidents. This survey examines various research endeavors where recommender systems have been successfully applied in cybersecurity, demonstrating promising outcomes. Notably, the use of recommender systems for attack prediction and navigation assistance has emerged as a significant area of exploration within the research community. This review provides a comprehensive overview of recent advancements in this field, summarizing key findings in a table format. Additionally, it delves into potential avenues for future research, such as the integration of recommender systems into security information and event management systems and security orchestration, automation, and response applications, aiming to mitigate their complexity and address information overload challenges. 
"
Design tactics for tailoring transformer architectures to cybersecurity challenges,"Within the swiftly changing world of digital security risks, robust defense mechanisms are vital to protect confidential data and essential infrastructure.  Advanced machine learning techniques, particularly the Transformer model, have demonstrated significant promise in tackling cybersecurity issues. Nevertheless, tailoring and refining Transformer models for specific security applications poses a significant hurdle, requiring the implementation of effective strategies to reach peak performance. This research offers a thorough examination of design approaches employed in customizing Transformer architectures specifically for cybersecurity challenges. These design approaches, defined as strategic solutions to architectural issues grounded in well-supported design choices, are explored in detail within the cybersecurity context. Through analyzing the adjustments and modifications made to the original Transformer model, this study reveals the design choices and strategies vital for successful deployment across various cybersecurity domains. The results underscore the importance of aligning design approaches with the specific business needs and quality standards of each individual application area. This research provides valuable knowledge about using design approaches to personalize Transformer architectures for cybersecurity purposes, ultimately strengthening defense strategies against the ever-changing landscape of cyber threats. 
"
Spreading cybersecurity awareness via gamification: zero-day game,"This study endeavors to enhance employee cybersecurity awareness through a novel training program. This program utilizes a multi-faceted approach, incorporating simulated phishing attacks both before and after training, pre- and post-training surveys to gauge knowledge, and an interactive, multi-level ""zero-day"" game designed to immerse employees in realistic threat scenarios.  Five distinct flowcharts are also introduced to illustrate common cyberattack methods. The zero-day game is structured across five levels, each addressing specific cybersecurity skills.  The initial level focuses on building robust password practices.  Two levels are devoted to social engineering, with one emphasizing suspicious link and online survey recognition, and the other highlighting organizational security policies.  The fourth level tackles malware dissemination through deceptive applications, while the final level centers on recognizing and avoiding phishing emails.  An in-game chatbot provides support and guidance to players navigating the various levels. To evaluate the program's impact on cybersecurity knowledge, two phishing exercises and surveys are conducted.  This zero-day awareness program was implemented with a group of 23 employees. Findings suggest this program fosters greater engagement and effectiveness compared to conventional awareness training, accurately measuring and enhancing employee cybersecurity awareness. 
"
Should firms invest more in cybersecurity?,"Leveraging a novel dataset that integrates survey responses regarding IT utilization with administrative tax records of Dutch companies, this study investigates the connection between cybersecurity expenditures, the likelihood of cyberattacks, and firm profitability. The dataset's richness enables us to account for variations in firm scale, industry, and IT infrastructure. A novel metric, quantifying the level of cyber preparedness within firms, was developed, revealing a positive correlation between this maturity level and firm size. Regression models indicate an inverted U-shaped relationship between cyber maturity and the probability of cyber incidents: initial increases in maturity correspond with a heightened incident probability, but the most mature firms report fewer incidents. This aligns with the theory that rudimentary cybersecurity practices enhance incident detection, while sophisticated measures focus on prevention. However, our analysis fails to identify a positive association between cybersecurity investments and profitability. 
"
Perceptions of organizational responsibility for cybersecurity in Saudi Arabia: a moderated mediation analysis,"This research delves into the dynamic interplay between organizational accountability for cybersecurity and the resulting actions of employees within the unique cultural context of Saudi Arabia.  Employing a multifaceted theoretical lens, drawing from stewardship, protection motivation, and planned behavior theories, the study examines how employee perceptions of organizational responsibility shape their cybersecurity attitudes and practices. Through an extensive survey of Saudi employees, the intricate connections between organizational leadership, policies, and individual responses to cyber threats are investigated. The findings reveal a strong influence of perceived organizational responsibility on employee cybersecurity behavior, with attitudes towards cybersecurity serving as a mediating factor. Unexpectedly, personal encounters with cybersecurity incidents did not demonstrably alter these relationships. This highlights the nuanced and culturally-shaped nature of cybersecurity adherence within organizational settings. This work offers a fresh perspective on cybersecurity behavior in organizations, emphasizing the necessity for policies that harmonize organizational goals with individual actions, particularly within culturally distinct environments such as Saudi Arabia.  The study's novel contribution lies in illuminating the surprisingly limited impact of personal cybersecurity experiences on the interplay between organizational responsibility and employee behavior in maintaining cybersecurity. 
"
How the three lines of defense can contribute to public firms’ cybersecurity effectiveness,"This qualitative research explores how publicly traded companies address cybersecurity concerns, focusing on the role of the three lines of defense model in achieving effective cybersecurity posture. Through in-depth interviews with eighteen individuals, including thirteen executives and senior managers from internal audit, IT, and IS departments across thirteen distinct public companies, this study identifies various cybersecurity structures, processes, and relational mechanisms established by the three lines of defense within these organizations. Utilizing these governance mechanisms as a foundation, the research analyzes the engagement and collaboration of teams from various functions, such as internal audit, IT, IS, cybersecurity, legal, finance, corporate communications, and ESG, in managing cybersecurity challenges. By delving into the inner workings of these organizations, the study reveals how diverse organizational functions participate in IT/IS governance mechanisms related to cybersecurity. The findings provide valuable insights for boards of directors and management to consider in implementing cybersecurity measures to enhance organizational resilience. Additionally, regulators can leverage the concerns raised by participants to refine regulations concerning cybersecurity disclosure. 
"
Towards NICE-by-Design Cybersecurity Learning Environments: A Cyber Range for SOC Teams,"With the rising prevalence and sophistication of cyber threats, the importance of cybersecurity has skyrocketed.  NIST's NICE framework offers a systematic approach to cybersecurity education. However, despite the existence of such frameworks, scenario design in cybersecurity lacks structured principles, resulting in unclear learning outcomes. This study utilizes the NICE framework to guide the structured design and development of a cyber range and its corresponding scenarios. The proposed methodology and research findings can inform cybersecurity scenario design and serve as an evaluation procedure. Ultimately, this research deepens our comprehension of the NICE framework and showcases its applicability in crafting practical cybersecurity scenarios. 
"
Cybersecurity considerations for radiology departments involved with artificial intelligence,"The implementation of artificial intelligence (AI) in radiology necessitates the interconnection of diverse medical technologies, encompassing devices, wireless networks, data repositories, and social platforms. This surge in AI-driven radiology research has amplified cybersecurity vulnerabilities within the healthcare domain, elevating them to a critical concern in recent years. While radiologists possess vast expertise in medical image interpretation, they may lack sufficient awareness and training regarding the unique cybersecurity risks associated with AI.  Fortunately, healthcare stakeholders can draw valuable insights from other sectors that have proactively fortified their cybersecurity infrastructure. This analysis aims to elucidate cybersecurity principles within the realm of medical imaging, providing a foundational understanding of broader cybersecurity concerns and those specific to healthcare. We explore methodologies to bolster security effectiveness through detection and prevention mechanisms, while also examining how technology can enhance security while mitigating risks. Our exploration begins with a review of fundamental cybersecurity concepts and regulatory frameworks, subsequently delving into their implications for radiology AI, emphasizing data security, training, implementation, and auditability. Lastly, we propose potential risk mitigation strategies. Through this comprehensive review, healthcare practitioners, researchers, and device manufacturers can cultivate a deeper comprehension of the potential hazards inherent in radiology AI projects, along with strategies to fortify cybersecurity and minimize associated risks. 
"
Cybersecurity disclosure in the banking industry: a comparative study,"Over the past ten years, the persistent threat of cyberattacks on companies has prompted both policymakers and market actors to focus on the crucial role of corporate accountability and openness in cybersecurity. Utilizing an exploratory qualitative methodology, this research analyzes cybersecurity disclosures from the 48 largest banks in Canada and the United States between 2014 and 2020. Given the sensitive data they possess, banks have become prime targets for cyberattacks. Drawing upon existing research, prevailing cybersecurity disclosure policies, and insights from academics and practitioners, an index was constructed. This index was then employed to manually code bank reports pertaining to cybersecurity. A detailed examination of the content of these disclosures was conducted, assessing their level of adherence to the index.  Finally, the study critically evaluates banks' disclosure practices through the lenses of proprietary cost, signaling, and legitimacy theories, culminating in recommendations for policymakers and other relevant stakeholders. 
"
Deep learning techniques to detect cybersecurity attacks: a systematic mapping study,"The domain of cybersecurity has witnessed a surge in Deep Learning (DL) applications for attack detection. While DL excels in rapid analysis of large datasets and automated threat mitigation, a cohesive understanding of these techniques remains absent, with existing studies often fragmented or lacking systematic review. This work addresses this gap by conducting a rigorous mapping study guided by eleven research questions to provide a comprehensive overview of DL-based cybersecurity attack detection techniques.  From an extensive pool of publications, 116 primary studies were meticulously selected, primarily from recent years. This analysis delved into various facets of DL techniques, encompassing attack types, application domains, implementation tools, training datasets, research nature, performance metrics, and advantages and disadvantages.  The outcome is a novel taxonomy encompassing 36 distinct DL techniques, alongside the identification of 14 application domains, 8 cybersecurity attack categories, and 93 publicly accessible datasets. The study culminates in six key insights and recommendations for future research trajectories, highlighting CNN and LSTM as prominent areas within DL-driven cybersecurity. Despite its rapid evolution, the field faces notable challenges, including the scarcity of industrial research, real-time datasets, and investigations focusing on emerging DL techniques and pertinent cyber threats. 
"
The Role of Culture on Islamic Finance: A Comparative Analysis from Islamic Finance Permitting Countries,"While cultural dimensions have been integrated into numerous business and management studies, finance, particularly Islamic finance, has only recently begun to acknowledge the significant influence of culture. This research proposes that culture, represented by education levels, can serve as a catalyst for enhancing the Islamic finance sector. Utilizing data spanning from 2012 to 2019, this study employs generalized method of moments (GMM) estimators to empirically investigate the impact of culture on Islamic finance across 45 countries that permit Islamic financial practices. The findings reveal a notable influence of culture on Islamic finance in most regions, except for developed nations and some Arab countries where Islamic finance is still in its nascent stages. Developed countries need to reform their Islamic finance education systems to embody authentic, Shariah-compliant ethical principles instead of secular humanism, while other Arab countries should prioritize the Islamic finance industry.  Therefore, integrating cultural considerations and fostering the emerging field of ""Islamic cultural finance"" is crucial for the advancement of the Islamic finance industry. 
"
Islamic finance and governance indicators: empirical evidence from Islamic finance-permitting countries,"While Islamic finance has seen considerable progress over the past four and a half decades, extending its reach to nations with Muslim minorities, its growth in certain regions is hampered by inadequate governance frameworks. This study empirically investigates the impact of governance elements on Islamic finance across 45 countries where it is permitted, using a dynamic panel Generalized Method of Moments (GMM) approach on data from 2012 to 2019. The findings reveal that regulation has an insignificant influence on Islamic finance in developed nations, countries with Muslim minorities, and other Arab countries. Additionally, corporate governance is statistically insignificant in Middle Eastern and North African (MENA) and non-Asian countries. These results underscore the necessity for a novel regulatory approach focused on product specifications, policies, and procedures. Consequently, enhanced clarity in governance indicators can foster global comprehension and promote wider acceptance of the Islamic finance industry. 
"
Does green finance policy promote green total factor productivity? Evidence from a quasi-natural experiment in the green finance pilot zone,"China's groundbreaking initiative to establish Green Finance Reform and Innovation Pilot Zones is a localized approach designed to propel the growth of environmentally responsible financial practices. Utilizing data from 278 Chinese cities between 2013 and 2019, this study explores the impact of this policy on urban Green Total Factor Productivity.  The research reveals that the pilot program demonstrably boosts Green Total Factor Productivity in participating regions, although this effect varies based on geographic and economic factors, diminishing in areas with fewer advantages. Notably, the policy primarily enhances Green Total Factor Productivity by optimizing resource allocation, stimulating green technology innovation, and driving industrial upgrades.  This investigation not only confirms the vital role of green finance in economic transformation but also provides concrete evidence supporting the strategic use of pilot zones to advance nationwide sustainable development goals. 
"
Green digital finance and technology diffusion,"The spread of technology is crucial for achieving lasting progress, but conventional funding methods struggle to adequately support innovation and its adoption. The rise of environmentally conscious practices and digital advancements in finance offers a promising avenue. This research investigates if green digital finance can effectively bridge the technology gap between regions. Utilizing data from over 35,000 city-to-city technology transfer instances between 2002 and 2015, the study employs a refined spatial model accounting for both administrative and geographical distances. The findings highlight the significant positive impact of green digital finance, particularly its role in facilitating technology spread across cities. This effect strengthens over time, with green digital credit, investment, and support showing the most pronounced influence. Furthermore, the study identifies a digital economy and market integration as key facilitators in this process, with digital innovation demonstrating the strongest mediating role. Finally, the analysis reveals that technology originating from eastern cities exhibits a stronger diffusion effect compared to that from central and western regions. 
"
"Households’ coping mechanisms with droughts and floods using finance, non-finance and the social safety net measures: evidence from Kenya","This research investigated how households in drought and flood-prone regions of Kenya navigate these climatic shocks through various strategies. Utilizing data from a comprehensive survey of 1370 households across 27 counties, the study explored the utilization of formal and informal financial resources, engagement in non-financial livelihood diversification, and reliance on social safety net programs. Statistical analyses highlighted that households adopt a multifaceted approach to coping, drawing on a combination of financial, social, and non-financial mechanisms. The specific strategies employed were found to differ based on factors such as household income, the number of dependents, geographic location, agro-climatic conditions, and the age and education level of the household head. Notably, the study revealed a complementary relationship between social safety net programs and non-financial coping mechanisms, indicating that access to social support does not discourage households from diversifying their livelihoods. Furthermore, the research emphasized the significant dependence of households in arid and semi-arid lands (ASALs) on both social safety nets and non-financial diversification, underscoring the importance of exploring approaches that foster private sector growth to encourage market-driven coping strategies in these vulnerable regions. 
"
How does digital finance encourage the use of renewable energy in China? Inverse relationships from green finance,"One potential strategy for advancing China's transition to renewable energy sources is the integration of digital finance and green financing. This research delves into the financial supply chains and reverse logistics of key indices, including the S&P Green Bond Index, MSCI Global Markets Index, and S&P Global Renewable Energy Index, spanning from their inception on September 28, 2008, to January 12, 2022.  To mitigate risk, investment portfolios have increasingly incorporated diversified indices like the S&P Global Clean Energy Index and S&P Green Bond Index. This study explores the complex interplay between green and digital financing, illuminating their joint influence on the adoption of renewable energy in China.  Specifically, it investigates how digital financial technologies such as blockchain, mobile payment systems, and big data analytics can improve access to green financing options for renewable energy initiatives.  Through an extensive review of existing literature and empirical studies, the research highlights the significant advancements in financial inclusion, risk mitigation, and transparency achieved through this integration. These improvements have substantially bolstered investor confidence within the renewable energy sector.  Furthermore, the study underscores the critical importance of ongoing governmental support and financial investment in digital financial infrastructure to propel China towards a more sustainable and environmentally conscious energy system. 
"
"Applications of Explainable Artificial Intelligence in Finance—a systematic review of Finance, Information Systems, and Computer Science literature","The pervasiveness of digital and technological advancements across various sectors offers both opportunities and challenges. Consequently, in heavily regulated fields like Finance, the adoption of such innovations, particularly Artificial Intelligence, necessitates stringent transparency standards from regulatory bodies to ensure accountability and auditability.  Explainable AI (XAI) emerges as a critical factor in this scenario. A comprehensive review of 2,022 articles from prominent Finance, Information Systems, and Computer Science journals provides insights into the current state of XAI research in Finance. The analysis, focusing on 60 pertinent articles, categorizes them based on the employed XAI techniques and their intended objectives, and subsequently presents an overview of XAI methodologies utilized in diverse financial domains.  While areas such as risk assessment, portfolio management, and stock market applications exhibit considerable research activity, anti-money laundering remains comparatively underexplored. Although both inherently transparent models and post-hoc explanations are implemented, recent trends indicate a preference for the latter. 
"
Intelligent finance and change management implications,"At the heart of an organization's success lies its ability to manage change, a key differentiator in today's dynamic landscape. This research delves into the intersection of intelligent finance and change management, illuminating how companies can navigate this transformation for optimal results. Focusing on Ping An, a pioneering Chinese insurance firm, the study analyzes its successful implementation of intelligent finance and associated change management tactics. Through a comprehensive literature review, the paper first establishes the foundations of intelligent finance, its relationship with change management, relevant models and frameworks, and various change management approaches. Subsequently, a detailed case study of Ping An is presented, employing descriptive and inferential statistics, regression analysis, and qualitative insights. The paper concludes by outlining practical and theoretical implications, highlighting the study's contributions, and suggesting avenues for further investigation.  Ultimately, this work enriches the existing body of knowledge on intelligent finance and change management, offering valuable guidance for organizations looking to embrace intelligent finance. 
"
Measurement and spatiotemporal characteristics of China’s green finance,"This study investigates the progress of green finance in China by developing a comprehensive index system and utilizing the entropy value method to quantify it using annual provincial panel data spanning two decades (2001-2020).  The temporal and spatial patterns of regional green finance in China are then systematically examined using the Thiel and Moran indices.  Key findings reveal a consistent upward trajectory in China's overall green finance index, with the eastern region exhibiting superior development in both absolute terms and growth rate compared to other regions.  Furthermore, disparities in China's green finance index have widened over the past twenty years, primarily driven by intra-regional variations.  Finally, the spatial distribution of the green finance index suggests the presence of a spillover effect in the development of green finance across regions. 
"
Entrepreneurial finance and regional ecosystem emergence,"This study introduces a new approach to understanding the dynamic relationship between entrepreneurial finance and the development of regional entrepreneurial ecosystems. By integrating theories of entrepreneurial ecosystems, entrepreneurial finance, and territorial servitization, we investigate the influence of three distinct funding sources on firm survival and their interplay across various ecosystem development stages. Our longitudinal analysis of entrepreneurial firms within a specific industry and region over 36 years reveals that the impact of funding type on firm survival varies according to the ecosystem's stage of emergence. Moreover, the relationships between these funding sources also differ depending on the stage of development. These findings inform the development of a framework that illuminates the stage-specific microfoundations of ecosystem emergence, addressing inconsistencies found in previous studies that focused on single funding sources and cross-sectional data. Examining the emergence process longitudinally was crucial, as neglecting it would have resulted in significantly different theoretical interpretations and practical implications for both entrepreneurial finance and ecosystem development. 
"
Municipal finance shapes urban climate action and justice,"Navigating the financial complexities of climate action in urban environments necessitates a deep dive into the mechanisms that underpin climate finance. Taking US cities as an illustrative example, this study explores the symbiotic relationship between climate finance and the pursuit of both climate action and climate justice. By synthesizing insights from 34 expert interviews, we illuminate how municipal budget allocation and financial practices profoundly influence the timing, nature, and beneficiaries of urban climate responses.  Furthermore, we unpack the intricate interplay between public expenditure and debt financing, shedding light on its implications for climate-related investments. Our analysis reveals the significant influence of financial frameworks on both climate action and the physical characteristics of cities. Finally, we identify avenues through which considerations of climate and justice are being interwoven into municipal finance, highlighting their potential to reshape financial practices in the US. 
"
Emerging new themes in green finance: a systematic literature review,"This study delves into the evolving field of green finance, aiming to uncover prominent themes and trends that have emerged over the past twelve years.  To achieve this, the authors conducted a comprehensive review of 978 publications from 2011 to 2023, sourced from reputable databases like Scopus and Web of Science. Using bibliometric analysis, the study explored various aspects such as publication trends, influential authors, and key terminology. This examination also revealed areas where empirical research is needed.  The study ultimately identifies seven core themes within green finance, including its connection to environmental sustainability, investments, innovation, policy and guidelines, economic impact, corporate social responsibility, and the trends, challenges, and awareness surrounding its development. By shedding light on these emerging themes, the study enriches the existing understanding of green finance and provides valuable insights into its dynamic landscape. 
"
"Digital finance, innovation transformation, and resilient city growth","As a crucial driver of modern economic progress, digital finance plays a vital supporting role in fostering resilient urban environments.  This empirical study, utilizing panel data spanning 2011 to 2020 from 287 Chinese cities at or above the prefectural level, explores how digital finance empowers resilience in these urban centers.  Focusing on the mechanisms of innovation and transformation, the research highlights the significant role of digital finance in bolstering urban resilience, particularly its impact on boosting adaptability and growth resilience within cities.  Leveraging digital finance can accelerate the evolution of urban industrial structures, stimulate innovation and entrepreneurship, and serve as a powerful engine for resilient city development.  The heterogeneity analysis reveals that different facets of digital finance exert varying levels of influence on urban resilience. Depth of digital finance utilization exhibits the most pronounced effect, followed by the degree of digitalization, while breadth of coverage demonstrates the weakest impact.  Furthermore, the study observes a geographical gradient in the promotional influence of digital finance on resilient cities, gradually weakening from eastern to central and western regions. 
"
Breaking the chains of traditional finance: A taxonomy of decentralized finance business models,"The recent near-collapse and subsequent absorption of Credit Suisse by UBS has ignited debate on the imperative for greater clarity and inclusivity within financial systems.  As a disruptive force in finance, DeFi bypasses conventional intermediaries, utilizing blockchain technology and automated contracts. Despite its burgeoning relevance, there's a dearth of research on DeFi's operational models. This investigation seeks to rectify this by scrutinizing the business structures of various DeFi services, pinpointing the core factors driving innovation, distinctiveness, and value generation. Employing a robust taxonomic framework, we define 12 dimensions and 47 attributes that operationalize DeFi business models. Our discoveries enhance comprehension of blockchain-powered financial service transformation, offering valuable insights to DeFi stakeholders – entrepreneurs, investors, and policymakers alike. 
"
Modelling Climate Finance Flows in Sub-Saharan Africa,"African stakeholders in climate finance have consistently aimed to decipher the intricate mechanisms governing climate-related financial flows. Mathematical distribution models play a crucial role in delineating the general characteristics of these flows, which subsequently inform policy decisions. This study offers a detailed exploration of climate funds directed towards sub-Saharan Africa (SSA), proposing candidate models that policymakers can utilize for simulations. These simulations, conceptualizing climate finance as a form of insurance, can facilitate climate risk assessment, identify superior finance schemes, and determine optimal control parameters under varying scenarios. To account for diverse perspectives on risk among stakeholders, the data is categorized into four distinct groups and analyzed across different dimensions. Through mathematical distribution models and regression analyses, the frequency and magnitude of approved funds are scrutinized, alongside the dynamic behavior of variables in various scenarios. The results highlight emerging risks inherent in the nature of climate finance flows. For example, Central Africa exhibits the lowest number of theme-specific projects, mitigation finance constitutes over half of all climate funds, and adaptation finance is heavily concentrated in the energy sector. The persistence of observed inequalities across themes, subregions, and sector-specific climate projects poses significant future risks if allowed to accumulate. The Burr mixture model was found to best fit the cost distribution of approved projects, with factors influencing project frequency and severity ranging from Central Africa to initiatives within the general environment sector. One key policy recommendation underscores the need for a risk-adjusted distribution model for allocating climate finance in SSA. 
"
Advancing green finance: a review of climate change and decarbonization,"This comprehensive analysis explores the intricate relationship between climate change mitigation, economic decarbonization, and the burgeoning field of green finance.  Highlighting the critical need to address the potentially devastating impacts of climate change, the paper positions green finance as a crucial instrument in the global fight against environmental degradation.  Green finance, which encompasses the provision of funding, credit, and investment for environmentally sustainable initiatives, plays a pivotal role in facilitating the shift towards a more sustainable future.  This review delves into the theoretical underpinnings of green finance, examining its influence on climate change mitigation, economic decarbonization, the issue of carbon-stranded assets, risk management strategies, renewable energy development, and sustainable economic growth.  Furthermore, the analysis provides regional insights, specifically focusing on the significance of green finance in China and exploring the perspectives and obstacles surrounding green finance in Bangladesh.  Future trajectories and recommendations for propelling the advancement of green finance are also discussed.  The review critically assesses the existing research landscape in green finance, emphasizing its potential to tackle environmental challenges and foster sustainable development.  The authors advocate for increased research within mainstream economics and finance publications to bridge existing knowledge gaps and encourage wider academic engagement in the field of green finance.  This study's reliable and comprehensive insights aim to provide valuable guidance to researchers, policymakers, investors, and stakeholders in their collective efforts to combat climate change and promote sustainable development. 
"
Advancing green finance: a review of sustainable development,"This in-depth analysis explores the interconnectedness of green finance and sustainable development, particularly in mitigating climate change and achieving carbon neutrality. Employing a narrative review approach, the study delves into a wide array of academic literature to discern key patterns, insights, and potential trajectories within the field. It stresses the vital importance of substantial financial commitments to environmentally friendly and low-carbon projects to effectively tackle climate change and drive sustainable economic progress. The analysis underscores the need for robust regulatory structures that streamline access to green financing and the incorporation of carbon-neutral practices. Furthermore, the paper probes the promise of impact investing, where investors prioritize environmental and social benefits over maximized financial returns. It emphasizes the significant influence of institutional investors in steering corporations towards improved environmental and social responsibility. The integration of ESG principles into investment strategies is also deemed crucial for sustainable finance. Examining the nexus of climate change and risk management, the review illuminates the impact of environmental risks on financial decision-making.  The study emphasizes the need for effective communication strategies to enhance public understanding and support for climate-related policies.  The analysis concludes by advocating for collaborative efforts, expanded research, and policy interventions to propel green finance and stimulate sustainable economic growth. It proposes aligning financial incentives with sustainable outcomes, promoting transparency, and embedding social equity within green finance initiatives to contribute to the realization of sustainable development goals and a more environmentally sound future. 
"
Astronomy and Culture,"The influence of contemporary scientific paradigms on the field of astronomy is undeniable. Yet, the human quest to understand the cosmos predates modern scientific thought by millennia. This rich and diverse cultural heritage, though acknowledged in various research, remains largely unexplored in pedagogical contexts. This paper proposes a theoretical framework, grounded in social semiotics, to integrate culture into the teaching and learning of astronomy. By prioritizing culture, this approach not only acknowledges its significance in astronomy education but also honors the discipline's inherent cultural richness. Consequently, two innovative frameworks are introduced: the Conceptual Framework for Culture in Astronomy Education and the Pedagogical Framework for Culture in Astronomy Education, both offering a fresh perspective on astronomical pedagogy. 
"
Direct and Indirect Opportunities to Learn Astronomy Within the Chilean Science Curriculum,"While astronomy holds immense promise for engaging children in science and fostering scientific understanding, its integration into school curricula globally remains limited. This is particularly noteworthy in Chile, a nation housing some of the world's most advanced telescopes, where astronomy's educational significance is paramount. Despite this, the extent to which astronomical content features in the Chilean national curriculum remains unexplored. This study, therefore, endeavors to identify opportunities for learning astronomy within the Chilean science curriculum from primary to secondary education (grades 1 to 12). Employing a mixed descriptive methodology with document analysis, the research identifies science learning objectives that have direct or indirect links to astronomy. These objectives are then categorized based on astronomical themes, cognitive processes involved, and fundamental astronomical concepts. The study quantifies and compares the proportion of astronomy-related learning objectives within the broader science curriculum across different grade levels, focusing on specific categories of interest. Findings reveal that learning objectives directly addressing astronomy are found only in a limited number of grades and encompass a restricted range of astronomical topics. Conversely, learning objectives indirectly related to astronomy are present throughout all grades and encompass a wider array of topics and demand more sophisticated cognitive processes. The implications of these results are discussed, along with potential avenues for enhancing astronomy literacy through interdisciplinary approaches. 
"
Status of the TAIGA Experiment: Gamma Astronomy,"This paper outlines the current state of the TAIGA experiment, situated in the Tunka Valley, which investigates cosmic rays and gamma-ray astronomy. It focuses on the project's objectives, the strategies employed to achieve them, and preliminary findings in high-energy gamma-ray astronomy (above 10 TeV) derived from a two-to-three-year observational period.  The article concludes with a discussion of ongoing challenges in gamma-ray astronomy and future prospects for the TAIGA facility. 
"
Subterahertz Astronomy in the Russian Federation: Prospects and Directions,"This article explores the future possibilities and advancements in subterahertz astronomy within Russia. It presents the idea of developing versatile, compact subterahertz antenna arrays for deployment across the nation. These arrays could support various space-based initiatives, such as a subterahertz space interferometer and a lunar telescope. Furthermore, ground-based compact arrays could serve as a foundation for the very long baseline interferometry capabilities of the Millimetron observatory. 
"
"Deep into the affinity spaces and authentic activities of astronomy camps: science teachers' interests, perceptions, and experiences","Teacher participation in camps, marked by their commitment to personal and professional growth, transcends mere duty. This research explores the unexpectedly rich learning environment astronomy camps offer, delving into teachers' astronomical interest, their perspectives on camp settings, and the educational value they derive from such experiences. Employing a mixed-methods approach, the study analyzes teacher interest in astronomy using a validated scale, gauges their perceptions via a semantic differential, and qualitatively examines their reflections and opinions on activities to understand the factors driving their interest and perceptions. The findings highlight that the camp's social fabric is woven by individuals united by their shared passion, imbuing it with profound significance. Moreover, teacher perspectives on activities reveal impactful experiences shaped by the camp's affinity space and authentic learning opportunities that foster their professional development. This research substantiates the growing recognition that affinity spaces and the genuine nature of outdoor camp activities provide invaluable avenues for teacher growth. 
"
